has_crack,mean_amplitude,std_amplitude,max_amplitude,min_amplitude,peak_frequency,energy,zero_crossings,main_freq_energy,harmonic_ratio,envelope_mean,envelope_std,kurtosis,skewness,material,thickness_mm,sample_id,crack_size_mm,crack_depth_ratio
0,0.27338576373470347,0.34003361891548844,1.0,0.0012438609919262875,0.0,47.15113268601097,193,11.234056644441624,0.0,0.27338576373470347,0.2076970291126484,2.9438932031451106,-0.10842097885763717,Aluminum,21.854305348131312,intact_0,,
0,0.2778059424004304,0.3469993479753096,1.0,0.0010604951519116055,7200.0,48.281930807148946,201,5.313117920827976,0.0,0.2778059424004304,0.2086352927595931,2.812628833346115,0.046305597089525835,Steel,47.78214378844623,intact_1,,
0,0.24116007863318237,0.30889331030848344,1.0,0.0020112914071308244,15400.0,38.26020519519251,206,1.6601153175091048,0.0,0.24116007863318237,0.19362936105254952,3.3401691582480355,-0.0348515896358356,Aluminum,37.93972738151323,intact_2,,
0,0.24934711393712106,0.3105048969240309,1.0,6.658210317376312e-05,5600.0,38.56582521309195,191,3.0790943979835474,0.0,0.24934711393712106,0.18504210278733388,3.0230587931085906,-0.06673511211905635,Iron,31.93963178886665,intact_3,,
0,0.26039410615162795,0.32212153001851235,1.0,0.0011307248701693737,11400.0,41.614133713075844,193,2.5701444948637686,0.0,0.26039410615162795,0.19034243815866264,2.9363124215270666,0.08009665306278013,Steel,12.020838819909644,intact_4,,
0,0.20489197349117855,0.2574903187284729,1.0,0.004686835632058277,19800.0,26.747508147005785,206,5.501075248836156,0.0,0.20489197349117855,0.1577594674382639,3.3418851113451535,0.03823707593417245,Titanium,12.01975341512912,intact_5,,
0,0.2972836844130136,0.36489165907390886,1.0,0.00010707564665784301,9100.0,53.38571527189795,191,11.489446827729749,0.0,0.2972836844130136,0.21233628790569123,2.5753811911318203,-0.03592312010106498,Titanium,7.613762547568976,intact_6,,
0,0.23948943288920824,0.2982342924627238,1.0,0.00021054560064402963,100.0,35.600305365637794,193,6.155920052198765,0.0,0.23948943288920824,0.17789203171727486,2.869400378727003,0.0639447278551574,Titanium,43.97792655987208,intact_7,,
0,0.2578923102887515,0.3269143873081476,1.0,0.0007258550010463861,4300.0,43.16958595929975,223,7.946685663015331,0.0,0.2578923102887515,0.20350803716851015,3.068191113130219,-0.07237583863846801,Aluminum,32.0501755284444,intact_8,,
0,0.2428769944689273,0.3016498104198311,1.0,0.0004173158132173259,18200.0,36.41284354286841,207,6.269642532184467,0.0,0.2428769944689273,0.17900523571927068,3.206760704378385,-0.42204834309773503,Steel,36.86326600082205,intact_9,,
0,0.2513706680012644,0.3224513725415332,1.0,0.0010111846163150793,4500.0,41.589956007783464,194,3.7707949745661424,0.0,0.2513706680012644,0.2019595932063064,3.2181405037848654,0.19966432766667208,Aluminum,5.92630224331111,intact_10,,
