material,thickness_mm,has_crack,mean_amplitude,std_amplitude,max_amplitude,signal_energy,rms_amplitude,envelope_max,envelope_mean,envelope_std,kurtosis,skewness,dominant_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,early_energy,mid_energy,late_energy,snr_estimate,early_to_late_ratio,sample_id,crack_size_mm,crack_depth_ratio,crack_orientation_degrees
Aluminum,19.621588112933722,0,0.0610995840928924,0.1508842414068506,0.9055580887437782,11.383262202672748,0.15088579921697567,1.0667416011214692,0.09601788899828766,0.19055523433409063,22.047927463710835,0.07262703122458045,44000.0,126308.63852166687,160775.88622096286,1.2544071825676681,0.1718117973333027,11.032220813719317,0.1792295916201312,3.6406435204071914,0.9586128929950911,aluminum_intact_0,,,
Aluminum,6.477242719080796,0,0.05951357422159731,0.14746224805211255,0.914827146711037,10.872557906071766,0.14746225216014955,1.0086113717496084,0.09323594702907047,0.18653410586234112,22.13553682020643,0.059156643078477754,38000.0,124149.95231309556,163349.7717608462,1.249248036177744,0.1437827488190067,10.582566046139487,0.1462091111132694,3.872947142519353,0.9834048488785151,aluminum_intact_1,,,
Aluminum,7.726474788388016,0,0.059447568802707206,0.14989372609118776,0.9224696814141997,11.234472960490898,0.14989645066172114,1.0217819844921276,0.09327714076921477,0.1903476431458401,22.315031140916698,0.009358349783084217,40000.0,119296.91962398472,157102.55164170678,1.2381959492578152,0.13893273095274097,10.947480446558142,0.1480597829800142,4.19300273685822,0.9383556301139165,aluminum_intact_2,,,
Aluminum,13.127988077803275,0,0.058090813694158236,0.14877041660754614,0.8995028165064133,11.066335250207349,0.14877052967713295,0.9928590413577387,0.09203455444468207,0.1891948185911396,22.370243055746435,0.08122292444352203,40000.0,119384.59296959896,155863.11019551312,1.2064189758761334,0.12186911010375336,10.802150745132813,0.14231539497078088,4.00453015453058,0.8563311799737098,aluminum_intact_3,,,
Aluminum,13.68929886828961,0,0.06037138882748606,0.1500808299403321,0.921576882434162,11.262178597980885,0.15008116869201735,1.0035945878775685,0.09430378668136914,0.19014445016554768,22.124743282315155,0.15398898530950872,42000.0,126968.53405653457,164536.74373372225,1.156772715058513,0.15372577687353284,10.96808131852589,0.1403715025814626,4.071620246750229,1.0951352236492609,aluminum_intact_4,,,
Aluminum,17.073962962686604,0,0.05897666055030182,0.14851185492498606,0.8915268550012246,11.028412022353645,0.1485154000254091,1.00879918667304,0.09327757542722749,0.18817126746097776,22.233674368405175,0.1745780509935774,42000.0,124350.85915468045,161335.97114914117,1.2111131918948441,0.11473928195726042,10.756378005877016,0.15729473451936976,3.997819022384394,0.7294540552031706,aluminum_intact_5,,,
Aluminum,17.491152922644766,0,0.058824961078400025,0.15042754817937593,0.9051464757072215,11.315763362103592,0.1504377835658555,1.0397749915569348,0.09276420432075641,0.1914543573743336,22.420191078384335,-0.13061642670575116,42000.0,123183.245231937,160275.2807073091,1.1574746556061197,0.10954638248670376,11.057627625606294,0.148589354010595,4.132445259873665,0.7372424708091313,aluminum_intact_6,,,
Aluminum,4.358002075176925,0,0.060666328935492786,0.14978131889832802,0.9228004943694688,11.2182275988651,0.14978803422747158,1.0059703829384232,0.09579877045929353,0.1889108458583297,22.08541284562019,0.17960738760968248,38000.0,123488.02105711667,159669.44982181164,1.307763127103277,0.1628296318808699,10.914235650747367,0.1411623162368626,3.759499999788581,1.153492208272148,aluminum_intact_7,,,
Aluminum,7.130891616292085,0,0.06022914006479919,0.14950989489385128,0.8918055704634792,11.178231724032697,0.14952077931867996,1.011738934872853,0.0942913897457882,0.18925792195584756,21.928200806954344,-0.059525418531799885,42000.0,118386.87637620253,153349.02718702177,1.210048491643721,0.1737658596266634,10.88934048349487,0.11512538091116367,4.22171641233321,1.5093618648762568,aluminum_intact_8,,,
Aluminum,24.316820416118745,0,0.06037776622894829,0.1486170703561819,0.8787909858699877,11.04362420663417,0.1486177930574544,0.998521781787766,0.09490379509831638,0.18752632733239902,21.293559526772366,0.2176020910474859,42000.0,125290.40443027446,162144.3072477779,1.2400697531794627,0.16265310045434092,10.72905998106665,0.15191112511317884,3.9886679353396866,1.0707122360732892,aluminum_intact_9,,,
Aluminum,14.616777591556469,0,0.05871441778363769,0.150059990737088,0.9105253551547949,11.259055636529606,0.1500603587662618,1.0435892886000349,0.09375074275807482,0.19038387700867979,22.28257863027941,-0.11835681220814194,40000.0,120851.77875127092,157218.54062267696,1.1301615858175258,0.1293496146492911,10.970881074654006,0.15882494722630863,3.9834998130606873,0.8144162293659174,aluminum_intact_10,,,
Aluminum,21.804711305389553,0,0.06074772309325632,0.15111248990468795,0.9071869107606112,11.417911429382245,0.15111526348706306,1.0336609184949186,0.09531571381346333,0.19127330627962308,22.304744642493155,0.10766819174162488,40000.0,124405.27377647159,162470.37016212117,1.2001811344935553,0.13810961594793542,11.110327856283115,0.16947395715119623,4.126158648953515,0.8149312040003933,aluminum_intact_11,,,
Aluminum,5.090038489421516,0,0.06041804022080542,0.15040286085413754,0.9295107624845252,11.310970715309654,0.15040592219264276,1.023828618104109,0.09466231676471967,0.1904645364013585,22.424363999449618,0.18244021987792922,42000.0,123567.19189397995,160277.07485110557,1.2149692838651283,0.1537105118144823,11.012454842267255,0.1448053612279172,4.0273600042853035,1.0614973818030728,aluminum_intact_12,,,
Aluminum,24.939104949365056,0,0.060530344389044435,0.14925835475685578,0.9394671551599248,11.139071900659989,0.14925864732510466,1.0014760362784736,0.09481004756031629,0.18859153166990109,21.717862149815826,-0.35450191085350535,38000.0,125777.21979982755,163849.52087502897,1.172966233998436,0.15388141174257958,10.836622121963906,0.14856836695350362,3.994476093671297,1.035761615329182,aluminum_intact_13,,,
Aluminum,22.887961098834907,0,0.0593573486734919,0.14944561771993853,0.8863840247512219,11.167214305753042,0.1494470762895885,1.0432813081818173,0.09322064482669297,0.18967357978310914,22.012403630450038,-0.13822646052957596,38000.0,121614.46575108502,159933.70272635864,1.1638624538609506,0.14031874241163672,10.896757344860912,0.13013821848049328,4.172275106825766,1.0782285484618757,aluminum_intact_14,,,
Aluminum,10.030085992382244,0,0.05977932404329086,0.1496983887773996,0.8792833866074836,11.2048124351994,0.14969844645285668,1.0346651863107132,0.09454477945347844,0.18940555327142244,21.652380793851144,-0.08156859713476729,38000.0,127275.06945929694,166395.55738683182,1.2702683267032004,0.1746209169772196,10.888951157410846,0.14124036081133348,3.8517868842529954,1.236338649760852,aluminum_intact_15,,,
Aluminum,21.245401500099415,0,0.06132810043914368,0.14962238159874708,0.9374132258498454,11.193429042298508,0.14962238497162453,0.9975256359715768,0.09701612649154505,0.18803990754328154,22.072956141689087,0.11856510486723217,42000.0,126177.8105180185,162298.59776563194,1.241382793836883,0.15928126517727767,10.854028464381768,0.18011931273946297,3.7568328514379075,0.8843097542109386,aluminum_intact_16,,,
Aluminum,7.24673767064472,0,0.06018988731654784,0.15008598736221926,0.9337044392514662,11.262961186179993,0.15008638303443783,0.9990564068141008,0.09509624773675539,0.18975880994068484,22.679131268152574,0.02114422474789552,40000.0,125671.53588756797,163120.8868070997,1.2163640310465234,0.15800909586727546,10.94601080384033,0.15894128647238792,4.006509636127746,0.9941350002519679,aluminum_intact_17,,,
Aluminum,16.014890732120826,0,0.06039369952088903,0.15161361106312823,0.9191053959059912,11.495692354307762,0.15162910244611857,1.0085762661467734,0.0947428907466753,0.1923545541454212,21.91667172399043,0.11678009133454435,38000.0,122936.26924285437,161961.49333800748,1.100418939379007,0.1098177074505998,11.23528573503603,0.15058891182113116,4.245367076451872,0.7292549373159743,aluminum_intact_18,,,
Aluminum,19.35923093631799,0,0.05935215936942228,0.14918166375240188,0.8874650015466953,11.127675064426782,0.1491822714964937,1.0105741182406445,0.0933576751193094,0.18919473842676238,21.66516709519143,-0.010775355875602164,42000.0,121758.07750438004,156706.24730556225,1.2295150714800736,0.13979686913738393,10.828960070703836,0.15891812458556448,3.9712697435897555,0.8796785734915635,aluminum_intact_19,,,
Aluminum,19.84235835096726,0,0.05847513912028796,0.1488523382415988,0.8942615018741422,11.079533106109244,0.14885921608089467,1.0116186174159827,0.09192700452059373,0.18938174089331533,22.633231714922175,-0.00949624706049019,38000.0,120191.85169684293,158365.60266207132,1.2179692577625754,0.13610275263480148,10.806137669710377,0.13729268376406578,4.210124268833505,0.9913328875462208,aluminum_intact_20,,,
Aluminum,6.64024343643524,0,0.06067981610243636,0.15211684400438094,0.8890879287084948,11.570189237702294,0.15211961896943008,1.009583511127955,0.09588840985467793,0.19256934291270433,21.83840295259845,0.1179696920969507,40000.0,118643.28740825967,154624.71331516418,1.1961155327571344,0.1427732751339107,11.291695692788984,0.13572026977940083,4.207194839076696,1.0519672217419977,aluminum_intact_21,,,
Aluminum,8.4235409308404,0,0.06090627622491045,0.15054403842281683,0.8826265947642375,11.332976814242448,0.15055216248358871,1.0486337232861327,0.09550670277938696,0.19028371811286598,21.82440433257177,-0.0009011433033701804,42000.0,124540.40756999611,161694.81374092243,1.2811642803350018,0.17526031675096176,11.00123266826758,0.15648382922390602,3.9038394352253993,1.119989954362564,aluminum_intact_22,,,
Aluminum,23.582495712295145,0,0.06006210560624737,0.14753654827685753,0.8597025232063469,10.883569238087894,0.1475369054717354,0.9998364858975844,0.09409845268667849,0.18622319819110975,21.140531473126984,0.13040161376838927,40000.0,125448.55540191027,163767.99454929715,1.1706779166498287,0.15132986401631474,10.574911960247615,0.15732741382396628,3.9336864889536964,0.9618785457545104,aluminum_intact_23,,,
Aluminum,9.559558694911377,0,0.06102187767026805,0.15054143892146918,0.955797202130797,11.333062303577623,0.15055273032115774,1.0294639520549496,0.09578215789004198,0.1901390554980951,21.78129664184122,-0.15009057732958664,38000.0,123488.83679206308,161965.93763003554,1.2322197267127977,0.15324720147397694,11.03115896112421,0.14865614097943639,3.959204794451166,1.0308837594215206,aluminum_intact_24,,,
Aluminum,14.774852377820945,0,0.059569439616420396,0.15118312645155832,0.9109335416541816,11.42871552939198,0.15118674233802368,1.0154876851302927,0.09393267945701197,0.19206814040453374,22.56078262661316,0.1781484997446302,40000.0,123169.97810828467,160088.41653541764,1.205645819528048,0.1260998697043153,11.153200197019583,0.14941546266808142,4.1113070425654925,0.8439546178994842,aluminum_intact_25,,,
Aluminum,6.523779834476293,0,0.06010668794506135,0.15095658721449984,0.9032906547698087,11.394213813047479,0.1509583638825453,1.0187895870003012,0.0942098509493907,0.19156554597917164,21.809899830640923,-0.13559596393021348,38000.0,122881.21773528386,161674.4962003319,1.1704349202966056,0.14493415409611085,11.115961816569214,0.13331784238215255,4.29238364672258,1.0871324610899449,aluminum_intact_26,,,
Aluminum,22.264695136313982,0,0.05870756236521676,0.14760665511993462,0.8996695474369266,10.894163078142928,0.14760869268537627,1.0034202842210231,0.09224412290761777,0.18725971992978355,23.003277660723146,-0.03652207279848847,42000.0,118921.61465076367,154886.50056095934,1.1569968441664986,0.13558981331567968,10.609417817694698,0.14915544713254864,4.143172319653755,0.9090503627077481,aluminum_intact_27,,,
Aluminum,12.692003758564523,0,0.06024333154845907,0.15079233309640952,0.9271291139905415,11.371079911869785,0.15080503911918716,1.010340810325419,0.09436484226006453,0.1912477722251102,21.901868791912435,-0.057230358266157494,36000.0,121575.16583994059,159919.36417783768,1.1644509156028096,0.1441683217248167,11.075600930945757,0.1513106591992119,4.319547629390705,0.9527968649915681,aluminum_intact_28,,,
Aluminum,7.41206861679328,0,0.06013357391713946,0.15092533165014133,0.9076309472248689,11.389338332266448,0.1509260635693282,1.0549008396591293,0.09396319234792387,0.19164550395740812,22.180091077378933,-0.1615112760694889,40000.0,122397.73425494143,161349.8963500526,1.203875840395885,0.14344104458107548,11.097705033421136,0.14819225426423635,4.172718890184911,0.967938879756231,aluminum_intact_29,,,
Aluminum,13.246763370819764,0,0.060766641856641004,0.15043365776761297,0.917120571030061,11.318311419669557,0.15045472022950665,1.0556996004268557,0.09438233994901161,0.1906740550004533,22.06536691182277,0.19066115638399253,38000.0,123145.41421932052,162272.772333766,1.337112561799012,0.14586403251966593,11.012840377752315,0.15960700939757777,3.969005156006921,0.9138949039281955,aluminum_intact_30,,,
Aluminum,7.130781842927738,0,0.05960857863439065,0.15180137788909134,0.9158416827196694,11.523091869577087,0.1518096958008749,1.010747048990504,0.0937530337778563,0.19312572939629405,22.325381588030872,-0.043009402485652846,42000.0,119264.30161000477,155896.91555776732,1.1643917329489284,0.11784147602478572,11.261300190263427,0.14395020328887193,4.236284673684124,0.8186266731996721,aluminum_intact_31,,,
Aluminum,11.340441730024512,0,0.061287385309686124,0.15146813237899012,0.9086922988543831,11.472416391298209,0.15147551875665063,1.042351586250313,0.09588015223107801,0.19155767242106128,21.759574266616816,-0.11661285623702919,42000.0,123611.6073827574,161380.1953121847,1.2208120706403671,0.16688285175918094,11.139602124723172,0.16593141481585388,4.234771464917442,1.0057339168980324,aluminum_intact_32,,,
Aluminum,21.53602336237135,0,0.06090257598928277,0.14912736748383104,0.8863084762587555,11.120088383721022,0.14913140771628908,1.0175713914209075,0.09559106266134586,0.1879918153067836,21.624384247844603,-0.0814072765762373,40000.0,125851.15717289479,163739.63636649918,1.2915966643817616,0.190573958604082,10.770868023907116,0.15864640120982268,3.9400800166828063,1.2012498055473224,aluminum_intact_33,,,
Aluminum,8.997473511948762,0,0.05994283137632481,0.15011321963158122,0.9375244987907626,11.268087508280857,0.1501205349596174,1.0021320125213873,0.09374898706394286,0.19046035566581085,22.287035768462296,-0.01856416474110635,38000.0,117802.25809361096,155542.1570579275,1.2336057794784354,0.15034495204671808,10.973420926406769,0.14432162982736935,4.310680610144433,1.0417354087987611,aluminum_intact_34,,,
Aluminum,7.705732182474004,0,0.059728067844079094,0.15058958814578027,0.882207635281211,11.338785128297024,0.15059073761886568,1.020043784235967,0.09428673704599008,0.1909533825213978,22.002042157913056,-0.030802100673786935,40000.0,120604.51209899958,156606.34150467507,1.1921111299843201,0.16133621962502415,11.027472421090575,0.14997648758142473,4.031058984900336,1.075743419697251,aluminum_intact_35,,,
Aluminum,2.5576852790954394,0,0.06004305777181186,0.15183473266202666,0.9088303837567993,11.52740067583338,0.15183807609314193,0.9951400702461541,0.09393933655316306,0.19309058916671676,21.57393348626078,0.013797731560214679,40000.0,121757.28361534371,159683.12480068495,1.1469838420238008,0.1520340544719701,11.234432896334003,0.14093372502740703,4.371457767502589,1.0787627620174265,aluminum_intact_36,,,
Aluminum,7.082939470390595,0,0.06098917420129514,0.15223700666639425,0.9163814212650836,11.588536610044265,0.15224018267227785,1.0569763032943542,0.0958202312961678,0.19279949447171557,22.02299645317102,0.16740788629931355,42000.0,124202.60048121502,158878.79145075197,1.3302006489574751,0.1653321426288309,11.230840056013111,0.19236441140232513,3.709991699210638,0.8594736491202785,aluminum_intact_37,,,
Aluminum,4.146889201348673,0,0.06096208177876236,0.1518552474527503,0.9121466075715312,11.533036464985733,0.1518751886582251,1.0196395473826732,0.0957584324340279,0.1922379732703138,22.602032186297226,-0.18601626139159685,38000.0,121063.0574374536,158198.31554289,1.3047613281814563,0.15260323049977995,11.209457514353723,0.17097572013222906,3.8087448971816986,0.8925432826471489,aluminum_intact_38,,,
Aluminum,4.2407355422237085,0,0.06046655660041282,0.15144132300719815,0.8918625505180853,11.467880984802589,0.1514455742820013,1.0282253494940314,0.0952209873864079,0.19183550121793042,21.701033227723553,0.05886569044296597,40000.0,124236.61953302361,161992.21501928705,1.2044441792150045,0.16435126191958105,11.166705314772518,0.1368244081104909,3.9428665943326915,1.201183795999769,aluminum_intact_39,,,
Aluminum,20.087301152421222,0,0.06067386908972861,0.15008082697999256,0.9544713712257912,11.263994997653562,0.15009327098610092,1.0191205119863782,0.09492615820557408,0.1898281720372937,23.009297820045543,-0.17467427582671086,40000.0,124859.94256130297,163288.97900927023,1.3639648152247597,0.14040661999680548,10.964624599260032,0.15896377839672343,3.921225144742253,0.8832617179392582,aluminum_intact_40,,,
Aluminum,9.958539287327715,0,0.06151083782591641,0.15042716846821,0.9025711704180579,11.31430238958006,0.15042807177904038,1.0032641029724416,0.0976159618567301,0.1890185629347662,22.05215591449163,-0.1159764227481767,40000.0,128120.73174119729,166705.2607207854,1.2509684485672976,0.1915617348085098,10.941322086456966,0.18141856831458522,3.7099982542218926,1.0559102995253276,aluminum_intact_41,,,
Aluminum,23.014060262642854,0,0.05893552376409339,0.14834879881416893,0.8903659991771811,11.003683677900646,0.14834880301438663,1.0100003321697855,0.09240801975755844,0.1883490304420469,22.62473076634008,0.10109324918280763,44000.0,122404.67717435748,157096.56103242547,1.167118433006695,0.15228371760880555,10.699446878321798,0.15195308197004473,4.035516839426625,1.0021759061051885,aluminum_intact_42,,,
Aluminum,16.742302028453338,0,0.05969963515356394,0.14921449202790726,0.8976062649431452,11.134895805108968,0.14923066578360472,0.9805838814934008,0.09408203075034524,0.18890020538750896,22.10984816022506,0.1806717913177073,38000.0,123093.19181416943,161427.27953294906,1.220666526793635,0.11185840143411635,10.861001222210401,0.16203618146444848,4.058922856293887,0.6903297795786345,aluminum_intact_43,,,
Aluminum,7.5030178377441805,0,0.06006102778037832,0.14967976157386717,0.9050293076252969,11.202264616621967,0.1496814258124365,1.0001057541041625,0.09393883090843094,0.18968596411548871,22.642062458475795,-0.007882195731370523,40000.0,122902.87249106071,161856.5134845641,1.2256338074946254,0.1372291293475479,10.915799804887829,0.14923568238658882,3.988323330927943,0.9195463655405252,aluminum_intact_44,,,
