material,thickness_mm,has_crack,mean_amplitude,std_amplitude,max_amplitude,signal_energy,rms_amplitude,envelope_max,envelope_mean,envelope_std,kurtosis,skewness,dominant_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,early_energy,mid_energy,late_energy,snr_estimate,early_to_late_ratio,sample_id,crack_size_mm,crack_depth_ratio,crack_orientation_degrees
Steel,38.66597584543582,0,0.0617372467700725,0.14121107661763566,0.8747306489242708,9.970433574226206,0.14121213527332702,0.9249736588828329,0.09662945681007085,0.1747682986091901,21.22849577083537,0.3008677718488374,42000.0,137089.35421072238,172339.2239520764,1.3383179789941733,0.2000142118456935,9.560097706147292,0.21032165623321838,2.998206179105167,0.9509919968674301,steel_intact_0,,,
Steel,47.758544413515864,0,0.05974040699219985,0.13698754652921755,0.7729064312883843,9.383843645913256,0.13699520901048515,0.905815217890575,0.0938031245322977,0.16951151499542347,20.539539698113522,0.13631239514241078,40000.0,136335.01054018512,171728.6167059801,1.401872518796081,0.20392815425245442,8.979643394986395,0.2002720966744071,2.8302454117610347,1.0182554516518154,steel_intact_1,,,
Steel,19.74247236993099,0,0.06067165731645679,0.1445606286661012,0.8516858202890275,10.450988185638641,0.14457515820941466,0.997355351352631,0.0948250898427991,0.18109809981070132,21.654095553440698,0.13194607173701248,40000.0,131764.649167767,167808.4108177287,1.2830373182916475,0.18480368180195328,10.085494460303345,0.18069004353334203,3.361874130211201,1.0227662697300317,steel_intact_2,,,
Steel,8.530659782447081,0,0.06305656769328219,0.15026995871361581,0.8844238453262508,11.290554175039253,0.15027011795456377,0.9961704914588806,0.09846269731932138,0.18832672807577877,21.488944623155206,-0.06452466652612111,40000.0,130470.71062606768,166980.96261786987,1.3589621588344905,0.16726440917956664,10.918283719344307,0.20500604651537718,3.3434455399286978,0.8158998820896749,steel_intact_3,,,
Steel,20.188821499507828,0,0.06460162613584183,0.14759427985721532,0.8952907150615754,10.894302613427591,0.1476096379876842,1.0047473029552647,0.101596967982485,0.18234572130100898,21.216078325353333,-0.03210388381590172,40000.0,138447.11963669525,175287.64089800013,1.5085163943943893,0.22496311828697016,10.42719956636552,0.24213992877509966,3.0910720102996883,0.929062461631087,steel_intact_4,,,
Steel,44.513294402595534,0,0.05934568911510614,0.13640554512410955,0.8312023848040087,9.303255865160946,0.13640568804240494,0.9632846336315722,0.09322814924404771,0.16887745309244867,21.31027616481753,0.3498299593769799,42000.0,137650.29502698706,172399.087389338,1.313611951855383,0.2023942483723951,8.909548820154292,0.19131279663425887,3.014289879058588,1.057923212315594,steel_intact_5,,,
Steel,16.625940620921163,0,0.06120009100293905,0.15010633682934152,0.8605260774715983,11.266852431721398,0.15011230750155963,1.007159596848581,0.09617834145475251,0.18924900163807862,21.670683827585368,0.0018590536249026284,42000.0,129217.85208772002,166328.22001445797,1.3843125229556967,0.17405707692997396,10.924319413112283,0.1684759416791412,3.4379202576130967,1.033127194275975,steel_intact_6,,,
Steel,46.80430005412872,0,0.05821500070962905,0.13699743985347435,0.8591390820444261,9.38680077965706,0.13701679298288266,0.9199143929503508,0.09176437072370935,0.17064292877336143,22.141498643169882,0.05092361398176916,40000.0,133523.4579144564,170772.55086323657,1.3734995005204942,0.1781682195666064,9.029628922080665,0.17900363800979058,3.0091878650694883,0.9953329527127348,steel_intact_7,,,
Steel,10.826895721473642,0,0.06300326825191564,0.14865595233520432,0.8842654922643298,11.058803837282866,0.14871989670035995,1.0804133167591374,0.09850077823081745,0.18577270022707432,21.201208805976876,-0.19649400404402903,40000.0,132551.7522339861,169447.6080288208,1.4095687796196392,0.1986252477996005,10.665332331845162,0.19484625763810365,3.218047237444195,1.0193947279629858,steel_intact_8,,,
Steel,29.22768892387591,0,0.06143746750815885,0.14050787811978124,0.8391463825639309,9.873112552789614,0.1405212621121061,0.9462264105370798,0.09586826735995131,0.174053084110843,20.742100175994334,0.01595217754970704,38000.0,139394.83198357848,177394.34737510432,1.4668261550309751,0.21377484762920346,9.450324513415193,0.20901319174521593,3.016668702147381,1.0227816045687295,steel_intact_9,,,
Steel,21.051434215020066,0,0.06353968618504487,0.14597926560120872,0.9213022492456397,10.659257204429519,0.14600861073532287,0.9714599632953087,0.1000292017013217,0.18060740995262486,21.369885020948598,-0.3591303721393277,38000.0,135872.76814077114,173355.1906535996,1.4537133911242552,0.17407603586449005,10.255211003066547,0.22997016549847948,2.9289437753522227,0.7569505178515906,steel_intact_10,,,
Steel,27.496953360506716,0,0.06207296884483409,0.14490793426800097,0.8822186941432897,10.500701846207317,0.14491861057992045,0.9895775121685318,0.09661448590853747,0.18068244204093722,21.398562126569608,-0.060664274902275925,40000.0,131446.85995045808,167947.6870756984,1.3559365562699979,0.21116874209923597,10.111456270739287,0.17807683336879426,3.2816267618654176,1.1858293867002279,steel_intact_11,,,
Steel,28.085334450885718,0,0.0634954215395884,0.1437566596242681,0.8421716887907351,10.333278533264,0.14375867649129218,0.9576906355215612,0.09928956861826788,0.17740830922986586,20.23158385774785,-0.10082025601219594,44000.0,134643.15376978257,169941.21204975757,1.4336414331720653,0.23029783492141398,9.868938074020635,0.23404262432195155,3.0874811101978006,0.9839995410605796,steel_intact_12,,,
