material,thickness_mm,has_crack,mean_amplitude,std_amplitude,max_amplitude,signal_energy,rms_amplitude,envelope_max,envelope_mean,envelope_std,kurtosis,skewness,dominant_freq,spectral_centroid,spectral_bandwidth,spectral_rolloff,early_energy,mid_energy,late_energy,snr_estimate,early_to_late_ratio,sample_id,crack_size_mm,crack_depth_ratio,crack_orientation_degrees
Copper,14.757248722463952,0,0.07349892288734079,0.14786945955337716,0.8539306554260641,10.936380836805426,0.14789442745962694,0.9898665209988811,0.11500658927091478,0.17458761860829639,19.06010372497356,0.12771175539062463,40000.0,158855.4909360129,192776.13367868302,2.0392100440085503,0.4112554450405742,10.068689493968588,0.45643589779626453,2.0775427509501774,0.9010146814178557,copper_intact_0,,,
Copper,11.891528645357432,0,0.0721904805697709,0.1471281226792763,0.8497008845671079,10.83307234193272,0.14719424134070408,1.0239622047701264,0.11375272404194725,0.17425862518928303,18.45071863440971,-0.036742240530886726,44000.0,152852.17784620932,183792.8612196045,2.0300557405849737,0.43768753573493024,9.947909077883727,0.4474757283140627,1.9768109517954662,0.9781257575332386,copper_intact_1,,,
Copper,12.361988948127204,0,0.07293722536717709,0.15124902438855373,0.9142767850228098,11.438163325151361,0.15124922032956972,0.9724780529124673,0.11491908425942138,0.18038517598173454,19.285904923063015,0.15309264285872518,40000.0,154119.36068168803,188397.22938819721,1.8423343830585508,0.3914666459050492,10.597614321597709,0.4490823576486046,2.117544559540598,0.8717034620437301,copper_intact_2,,,
Copper,16.43737041852797,0,0.07188880631947862,0.14635730794809568,0.8441725042427851,10.710292297496455,0.14635772816969014,1.0041080491651568,0.1113495416885254,0.17445810129177386,19.065741187419846,0.08524751657857337,40000.0,151761.9875098605,183428.59928333363,1.9091904002970894,0.37374224201588796,9.898777822539643,0.4377722329409245,2.0826071887358246,0.8537367468583209,copper_intact_3,,,
Copper,12.144491790490019,0,0.07171936386728725,0.14885260847435702,0.9047633016917136,11.078560405370908,0.14885268157054415,0.9886127685969587,0.11287625219258897,0.17767011289049195,19.592440444021136,-0.18506552685806785,40000.0,153975.42961013404,187940.4252293097,1.946471486425854,0.40523269933714023,10.281271738531814,0.39205596750195437,2.1924018190551937,1.033609313280304,copper_intact_4,,,
Copper,7.961817969967347,0,0.07508235043120708,0.1537126660035069,0.9450551136281198,11.814455370949315,0.1537169826073184,1.037145451804654,0.11811889040826494,0.18246210922334216,19.47172327478817,0.14023262357796398,40000.0,150370.67108420056,184550.6452086133,2.061262642416764,0.4576072146816156,10.903698486403734,0.4531496698639653,2.2034237119846845,1.0098368047338275,copper_intact_5,,,
Copper,19.16341862042478,0,0.07232755984498397,0.14760980711336313,0.829419653161432,10.89432849528497,0.14760981332746798,1.0213964504853406,0.1131770656415774,0.17540820711725655,18.982226672269938,0.08552686263228797,40000.0,154994.22318048455,187981.76235983838,1.8626325873654421,0.38964531270172337,10.03210971586314,0.4725734667201078,2.14613134939443,0.8245179641719063,copper_intact_6,,,
Copper,11.090421293465448,0,0.07265512319941657,0.14904960068464995,0.8479668292292286,11.11145398654072,0.1490734985605471,1.0002474093623024,0.1134945593293066,0.1776381934261026,18.501104235986713,-0.11563380252498785,40000.0,151557.3375940618,185962.73059376967,1.9250320562951297,0.39930175284119385,10.268113590118151,0.44403864358137446,2.122626649811356,0.899250005856794,copper_intact_7,,,
Copper,1.8897216432273785,0,0.07503758765474894,0.15557627262182902,0.8940955636372756,12.102816364827795,0.15558159508648697,1.0415499737960132,0.11820210837678262,0.18556745736733363,19.749518095652594,-0.1049765657431913,42000.0,152380.12600944337,186811.91200408712,2.0290109430952787,0.39698738317341553,11.245102501435394,0.4607264802189862,2.2443765828096054,0.8616552341092375,copper_intact_8,,,
Copper,11.702784982868696,0,0.07119947128417141,0.14638653495179696,0.9106599521297699,10.742146338730173,0.14657521167462234,0.9749877338139344,0.11132113395014577,0.17468646043133765,19.754472386791647,0.20186652729775675,40000.0,152457.31007243012,187379.03754801856,1.8279324246073436,0.45967192862816636,9.935246211185476,0.3472281989165308,2.1987940557252843,1.3238323674819557,copper_intact_9,,,
Copper,17.302656673126837,0,0.07117031155587768,0.14582171826140347,0.8620958496082052,10.632683890923344,0.14582649890142288,1.0194562336507138,0.11134221855506587,0.17357981653116178,20.23625405371158,0.04525320255248976,38000.0,155690.60570558393,189310.42789051626,1.9914836889600858,0.3800971924646783,9.861611929454234,0.3909747690044308,2.050776309760088,0.97217831583493,copper_intact_10,,,
Copper,1.7123740246010262,0,0.0748844315025449,0.1552746109000567,0.9294105343360095,12.056630390441285,0.15528445118839995,1.039584713374068,0.11710770188634985,0.185740881324157,19.94533937057304,0.2419594522458279,38000.0,147112.34631900484,181462.86026453075,2.041923936517094,0.47053701345507354,11.246590640607259,0.3395027363789523,2.20064278400831,1.385959413681606,copper_intact_11,,,
Copper,15.593399727021673,0,0.07098181106437583,0.15061124637091972,0.9538306138455448,11.341878349874804,0.15061127680140557,0.9799150749749984,0.11379626562333578,0.18000190149248468,20.661496560926587,-0.006286687731984569,38000.0,157773.80764575233,192848.69040032823,2.0670785848420916,0.36999780104644997,10.497037123219574,0.474843425608779,1.9082954475679421,0.7791995868366286,copper_intact_12,,,
Copper,5.54431566596402,0,0.07541406893035392,0.15131548973663753,0.9388172409327519,11.45181787444485,0.1513394718799088,1.051300288532619,0.11912723522663024,0.177749586794505,18.78579876860595,-0.08208706083202756,42000.0,160602.87413199924,191551.02485851568,1.9753480088585111,0.386632484776333,10.605286044059536,0.4598993456089827,2.037491543886923,0.8406893561989477,copper_intact_13,,,
Copper,12.336442258621535,0,0.07535854153671127,0.14978928753313178,0.8650786296217629,11.218948236955134,0.14979284520266736,0.9819280527926988,0.11762974212152297,0.17611019959010196,18.4274965723705,0.37241825758515235,40000.0,164591.104878768,198070.47987763645,1.9686813713054494,0.5063251222558481,10.24975974284666,0.4628633718526248,2.050325023016062,1.0938975798177037,copper_intact_14,,,
